TIMESTAMP,TA,RH,PA,Rg,TS_0.05,TS_0.15,TS_0.30,SWC_0.05,SWC_0.15,SWC_0.30,PREC,VPD,NEE,GPP,Reco,CH4_flag01,CH4_flag0,CH4_flag0_ustar,N2O_flag01,N2O_flag0,N2O_flag0_ustar,Nmin,Norg,Nfert,herb,harvest,soil
TIMESTAMP,TA,RH,PA,Rg,TS_0.05,TS_0.15,TS_0.30,SWC_0.05,SWC_0.15,SWC_0.30,PREC,VPD,NEE,GPP,Reco,CH4_flag01,CH4_flag0,CH4_flag0_ustar,N2O_flag01,N2O_flag0,N2O_flag0_ustar,Nmin,Norg,Nfert,herb,harvest,soil
2020-05-12 00:15:00,3.51944446666667,89.947223,95.840168,-9999,12.2299996666667,14.5822226666667,15.823889,37.055964,25.566641,29.062926,0.102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 00:45:00,3.47277776666667,89.445557,95.8667193333333,-9999,11.995,14.391667,15.7166663333333,37.0627846666667,25.6540583333333,29.0593616666667,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 01:15:00,3.37944443333333,89.1388896666667,95.869277,-9999,11.815556,14.2072223333333,15.6338886666667,37.0655166666667,25.697974,29.0689743333333,0.068,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 01:45:00,3.38666666666667,89.127223,95.870164,-9999,11.6050003333333,14.0411113333333,15.5355556666667,37.0796556666667,25.7635523333333,29.0786693333333,0.037,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 02:15:00,3.36666666666667,89.1811116666667,95.8873393333334,-9999,11.408889,13.866112,15.4561113333333,37.1144656666667,25.7976733333333,29.0812356666667,0.031,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 02:45:00,3.4616667,89.2372233333333,95.8980033333334,-9999,11.217222,13.6572223333333,15.3316663333333,37.1379753333333,25.8022323333333,29.08687,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 03:15:00,3.54666666666666,89.3394456666667,95.9074446666666,-9999,11.0488893333333,13.4911116666667,15.2416663333333,37.141559,25.807337,29.0885256666667,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 03:45:00,3.68055556666667,88.3477786666667,95.916718,-9999,10.9344443333333,13.3566663333333,15.1322223333333,37.1429826666667,25.8113463333333,29.0880283333333,0.003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 04:15:00,3.5722222,88.4444446666667,95.9212696666667,-9999,10.788889,13.1944446666667,15.061111,37.1596686666667,25.821096,29.102685,0.133,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 04:45:00,3.41277776666667,88.043889,95.9294436666666,-9999,10.6505556666667,13.0522223333333,14.951666,37.1791836666667,25.867532,29.1300773333333,0.034,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 05:15:00,3.41333333333333,86.2333336666667,95.9320553333334,-9999,10.5316663333333,12.9377776666667,14.8627783333333,37.1820246666667,25.8640746666667,29.127348,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 05:45:00,3.37944443333333,86.090556,95.9541673333333,-9999,10.4005556666667,12.7766666666667,14.7644436666667,37.1812216666667,25.8570656666667,29.116675,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 06:15:00,3.40111113333333,86.4633326666666,95.9855556666666,-9999,10.3233326666667,12.657222,14.6783336666667,37.1786276666667,25.845048,29.1101376666667,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 06:45:00,3.6077778,86.6944446666667,96.018778,-9999,10.2050003333333,12.5588886666667,14.5861103333333,37.1724533333333,25.8304776666667,29.1046753333333,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 07:15:00,3.86277776666667,85.37611,96.041444,-9999,10.2244446666667,12.427222,14.491111,37.1555286666667,25.826196,29.098794,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 07:45:00,4.1272222,83.9911103333333,96.0513333333334,-9999,10.363889,12.353333,14.4127766666667,37.1307396666667,25.8338486666667,29.0974693333333,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 08:15:00,4.3477778,82.4111116666667,96.0641673333333,-9999,10.4416666666667,12.2616666666667,14.3244443333333,37.1005353333333,25.831753,29.098629,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 08:45:00,4.6288889,81.886667,96.0767256666667,-9999,10.568889,12.2,14.2311113333333,37.0741386666667,25.8285646666667,29.0983796666667,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 09:15:00,5.02,80.447777,96.100775,-9999,10.773333,12.198333,14.1333326666667,37.0596236666667,25.8237353333333,29.0989606666667,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
2020-05-12 09:45:00,5.03500003333333,78.7861103333333,96.111325,-9999,10.9716666666667,12.1861106666667,14.08111,37.055592,25.823372,29.0971383333333,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0
